Names,Meanings,Sentences,Collocations,Tags,Pronunciations,Level,Name
"scrutinize
scrutiny","精査する、詳しく調べる
精査、詳しく調べること",,,ビジネス,,,scrutinize
reassess,,,,ビジネス,,,reassess
reactive,後手後手の,,,ビジネス,,,reactive
plunge,押し込む、飛び込む、突っ込む、急落する,The U.S. dollar plunged against the yen. ドルが円に対して急落しました,,ビジネス,,,plunge
paid subsriber,有料会員,,,ビジネス,,,paid subsriber
"on hold
put A on hold","保留中の、予約されている
保留させる、取り置きする","I called tech support and waited on hold for 30 minutes. テクニカルサポートに電話したら30分保留で待たされた
We have to put the project on hold. 今取り組んでいるプロジェクトを一旦保留しないといけない",,ビジネス,,,on hold
move forward with A,〜(計画など)を進める,,,ビジネス,,,move forward with A
"monopoly
monopolize
monopolization
monopolistic
monopolist","独占、独占事業、独占企業
独占する
独占化
独占的な
独占者",,,ビジネス,,,monopoly
interested party,利害関係者,,,"ビジネス, 人",,,interested party
incorporation,取り入れること、合併、結合、会社,,,ビジネス,,,incorporation
in the public domain,公開されている、公の領域にある,"These reports are in the public domain, so you can download them anytime.",,ビジネス,,,in the public domain
hold water,筋道が立つ,,,ビジネス,,,hold water
"hands-on
hands-off","実務の、実務に携わる
口出ししない、放任の",What kind of management style do you like? - I like a hands-off approach.,,ビジネス,,,hands-on
halt,食い止める、中止する,,,ビジネス,,,halt
gross,総利益を上げる、総計、全体の、太った、著しい、下品な、粗末な、鈍い、12ダース,,,"ビジネス, 論理",,,gross
grant,助成金,,,ビジネス,,,grant
graduate,卒業する、新卒、新入社員,,,ビジネス,,,graduate
goodwill,善意、友好、親善、社会的信用、営業権、暖簾,,,ビジネス,,,goodwill
frontier,未開拓の領域、最先端、国境,I became an AI engineer because I wanted to be at the frontier of AI technology.,,ビジネス,,,frontier
freight,運送,,,ビジネス,,,freight
expenditure,出費、支出,,,ビジネス,,,expenditure
"deep dive into A
dig into A","〜を深掘りする、〜を掘り下げる
〜を深掘りする、〜を掘り下げる","We haven’t deep dived into it.
We found it’s profitable after our deep-dive analysis. 深い分析の後、それは利益を生むことが分かった",,ビジネス,,,deep dive into A
daily grind,日々の(単調で退屈な)仕事,"Brad has been doing the same job for thirty years. He’s tired of the daily grind!
Now the vacation is over. We have to go back to the daily grind.",,ビジネス,,,daily grind
"conclusive
conclusively","確定した、決定的な
決定的に","That still isn't conclusive. それはまだ確定ではない
The evidence is by no means conclusive. この証拠は決して決定的なものではありません",,ビジネス,,,conclusive
commission,,,,ビジネス,,,commission
boom and bust cycle,上がり下がりのサイクル,There is a boom and bust cycle in the semiconductor industry.,,ビジネス,,,boom and bust cycle
"turn signal
blinker",ウィンカー,,,"カタカナ, 物",,,turn signal
supply chain,サプライチェーン,,,"カタカナ, ビジネス",,,supply chain
scotch tape,セロハンテープ,,,"カタカナ, 物",,,scotch tape
license plate,ナンバープレート,,,"カタカナ, 物",,,license plate
"illuminate
illumination","照らす、光で飾る、鮮明にする
イルミネーション",,,カタカナ,,,illuminate
horn,クラクション,,,"カタカナ, 物",,,horn
heat pack,カイロ,,,"カタカナ, 物",,,heat pack
hardware store,ホームセンター,,,カタカナ,,,hardware store
ennui,アンニュイ,The whole country seems to be affected by the ennui of winter.,,カタカナ,,,ennui
duct tape,ガムテープ,,,"カタカナ, 物",,,duct tape
doorbell,インターホン,The doorbell suddenly rang at midnight.,,カタカナ,,,doorbell
amateur,アマチュア,This tennis tournament is open to both amateurs and professionals.,,"カタカナ, 人",,,amateur
bite the hand that feeds you,音を仇で返す,"Don't bite the hand that feeds you, and don't disrespect him. 恩を仇で返してはいけないし，彼を見下してはいけない",,ことわざ,,,bite the hand that feeds you
implant,埋め込む、植え付ける,A tiny chip was implanted in the animal so that they could track it.,,1級,,,implant
outweigh,より価値がある、より重要である,The school concluded that the advantages of going co-educational outweighed any possible disadvantages.,,"1級, 良さ",,,outweigh
"rebel
rebellion
rebellious","反逆する
反逆
反逆的な","Finally, the army lost patience and rebelled against its own government.
After losing the war, a series of rebellions broke out around the country.",,"1級, 社会",,,rebel
"convict
conviction","有罪判決を下す
有罪判決、確信","After a lengthy trial, the businessman was convicted of fraud.
He defended his position with absolute conviction. 彼は絶対的確信を持って自分の立場を擁護した",,"1級, 社会",,,convict
weather,切り抜ける,The autobobile company weathered a period of record-high oil prices.,,1級,,,weather
cast,投げる、投げかける、振る,"The defense lawyer did his best to cast doubt on the witness’s testimony, but without much luck. 被告側弁護人は証人の証言に疑いを投げかけるべく全力を尽くしたが、あまり上手くいかなかった",,1級,,,cast
seedling,苗木,"As part of a school event, I once transplanted rice seedlings when I was a child.",,,,,seedling
cut 人 up,〜を傷つける,Can you believe it? Sarah's ex-boyfriend actually threatened to cut him up over some stupid argument.,,,,,cut 人 up
"concurrent
concurrently","同時に起こる、並列の、一致した
同時に、兼任して",,,,,,concurrent
no second intention,それ以外の意味はない,,,,,,no second intention
touch base,連絡を取る,I spent the morning on the phone touching base with old friends.,,,,,touch base
That's my line.,こっちのセリフだ,,,,,,That's my line.
I’m giving that back to you.,こっちのセリフだ,,,,,,I’m giving that back to you.
watered-down,(飲み物が)水っぽい,"This orange juice is watered-down.
I’m getting tired of his wishy-washy behavior. 彼の煮え切らない態度にうんざりしてきた",,,,,watered-down
planner,手帳,,,,,,planner
on the flip side,その一方で,"Regulations might reduce employment in coal mining, but on the flip side jobs increase in wind and solar energy. 規制により石炭採掘の雇用は減るかもしれないが、その反面、風力や太陽エネルギーでは仕事が増える",,,,,on the flip side
up and about,元気に動き回る,You can be up and about in a few days. あなたは数日で元気に動き回れるようになります,,,,,up and about
"gold digging
gold digger","お金のために交際すること、玉の輿
お金のために交際する人",You really should break up with her ‘cause she’s a damn straight gold digger. 彼女とは別れた方が良い。 誰が見てもお金目当てだとわかるよ,,,,,gold digging
temperate,温暖な、穏やかな、節度のある,,,,,,temperate
think outside the box,既成概念にとらわれずに考える,,,,,,think outside the box
contingent,偶然の、不慮の、不確かな,,,,,,contingent
jargon,専門用語、業界用語,,,,,,jargon
encroach,侵入する,,,,,,encroach
euphemism,婉曲表現,"""Pass away"" is a euphemism for ""die.""",,,,,euphemism
which is when,,,,,,,which is when
wherewithal,手段(特にお金),,,,,,wherewithal
wander,歩き回る、ぶらつく、ぼんやりとした,,,,,,wander
verse,韻文、詩,The storybook is written entirely in verse. このおとぎ話は前編にわたって韻文で書かれている,,,,,verse
unison,一致、合致、同音、斉唱,,,,,,unison
underway,進行中,,,,,,underway
undertake,引き受ける、開始する,,,,,,undertake
underrate,過小評価する,,,,,,underrate
underpin,支える、支持する、裏付ける,Do you have any statistical data to underpin your theory? 君の理論を裏付けるようなデータって何かあるの？,,,,,underpin
undermine,下を掘る、弱体化させる、間接的に攻撃する,Peter undermined his manager by raising his concerns directly with the CEO. ピーターは、CEOに直接悩みを打ち明けることで、上司を貶めた,,,,,undermine
under no circumstances,いかなる状況でも,,,,,,under no circumstances
